Emericella nidulans (Aspergillus nidulans) [TaxId: 162425]
Aspergillus oryzae [TaxId: 510516]
Salmonella typhi [TaxId: 601]
Bordetella parapertussis [TaxId: 519]
Equine arteritis virus, EAV [TaxId: 11047]
Human adenovirus type 2 [TaxId: 10515]
Saw-scaled viper (Echis carinatus), different isoforms [TaxId: 40353]
Uncultured archaeon [TaxId: 285389]
Aspergillus japonicus [TaxId: 34381]
Pseudomonas aeruginosa [TaxId: 287]
Shewanella frigidimarina [TaxId: 318167]
Cynara cardunculus [TaxId: 4265]
Archaeoprepona demophon [TaxId: 191427]
Wuchereria bancrofti [TaxId: 6293]
Aloe arborescens [TaxId: 45385]
Brachyspira murdochii [TaxId: 526224]
Pseudomonas amyloderamosa [TaxId: 32043]
Listeria innocua [TaxId: 272626]
Monosiga brevicollis [TaxId: 81824]
Methanopyrus kandleri [TaxId: 190192]
Sulfolobus tokodaii [TaxId: 273063]
Rotavirus a [TaxId: 28875]
Clostridium sordellii [TaxId: 1505]
Conus purpurascens, kappa-pVIIa [TaxId: 41690]
Planctopirus limnophila [TaxId: 521674]
Populus tomentosa [TaxId: 118781]
Human (Homo sapiens), different modules [TaxId: 9606]
Broad-banded copperhead (Agkistrodon contortrix laticinctus) [TaxId: 37195]
Crested duck (Lophonetta specularioides) [TaxId: 8836]
Bacillus cereus [TaxId: 526980]
Aeropyrum pernix [TaxId: 272557]
Aspergillus niger, type B [TaxId: 5061]
Haloarcula marismortui [TaxId: 272569]
Listeria monocytogenes [TaxId: 1639]
Brevundimonas diminuta [TaxId: 293]
Chromobacterium violaceum [TaxId: 243365]
Pseudomonas sp. [TaxId: 165468]
Arthrobacter globiformis [TaxId: 1665]
Mojiang virus [TaxId: 1474807]
Dog (Canis familiaris) [TaxId: 9615]
Francisella philomiragia [TaxId: 484022]
Centruroides suffusus [TaxId: 6881]
Loblolly pine (Pinus taeda) [TaxId: 3352]
Hirudo nipponia [TaxId: 42736]
Acidianus sp. [TaxId: 1071056]
Penicillium amagasakiense [TaxId: 63559]
Centrolobium tomentosum [TaxId: 500182]
Escherichia coli [TaxId: 405955]
Tobacco (Nicotiana tabacum) [TaxId: 4097]
Streptomyces tendae [TaxId: 1932]
Kokobera virus [TaxId: 44024]
Escherichia fergusonii [TaxId: 585054]
TNV (Tobacco necrosis virus) [TaxId: 12054]
Thermus aquaticus, subsp. Thermus thermophilus [TaxId: 271]
Euplotes raikovi [TaxId: 5938]
Escherichia coli, TOHO-1 [TaxId: 562]
Thermus thermophilus, ba3 type [TaxId: 274]
Mycobacterium marinum [TaxId: 216594]
Human papillomavirus [TaxId: 10566]
Thermoanaerobacter tengcongensis [TaxId: 273068]
Ruminiclostridium thermocellum [TaxId: 637887]
Dendroaspis jamesoni kaimosae [TaxId: 8619]
Enterovirus e [TaxId: 12064]
Streptococcus thermophilus [TaxId: 1308]
Cabbage looper (Trichoplusia ni), L chain [TaxId: 7111]
Pig roundworm (Ascaris suum), alpha isoform [TaxId: 6253]
Burkholderia thailandensis [TaxId: 271848]
Pseudomonas mesoacidophila [TaxId: 265293]
Pseudogluconobacter saccharoketogenes [TaxId: 133921]
Bacteroides cellulosilyticus [TaxId: 537012]
Lyngbya majuscula [TaxId: 276768]
Actinomycete ATCC 53650, strain L585-6 [TaxId: 38989]
Hyphomicrobium denitrificans [TaxId: 53399]
Naja oxiana [TaxId: 8657]
Anopheles funestus [TaxId: 62324]
Bacteroides fragilis [TaxId: 272559]
Citrullus lanatus [TaxId: 3654]
Streptococcus pyogenes [TaxId: 471876]
Allochromatium vinosum, (formerly Chromatium vinosum) [TaxId: 1049]
Pseudomonas putida, putidaredoxin [TaxId: 303]
Alcanivorax borkumensis [TaxId: 393595]
Herpes simplex virus type 1 [TaxId: 10298]
Vaccinia virus, strain WR [TaxId: 10245]
Peptoclostridium difficile [TaxId: 1496]
Streptomyces sp. [TaxId: 1001349]
Azorhizobium caulinodans [TaxId: 438753]
Many-banded krait (Bungarus multicinctus), Alpha-bungarotoxin [TaxId: 8616]
Thermoanaerobacterium thermosulfurigenes, EM1 [TaxId: 33950]
Amphitrite ornata [TaxId: 129555]
Engineered binding
Aspergillus niger, type A [TaxId: 5061]
Brucella melitensis [TaxId: 359391]
Seneca valley virus [TaxId: 390157]
Cocksfoot mottle virus [TaxId: 40979]
Mitrocoma cellularia [TaxId: 31874]
Human (Homo sapiens), alpha-chain [TaxId: 9606]
Mycobacterium tuberculosis [TaxId: 83331]
Shewanella pealeana [TaxId: 398579]
Wolinella succinogenes [TaxId: 273121]
Nocardia farcinica [TaxId: 37329]
Pariacoto virus [TaxId: 103782]
Haloferax volcanii [TaxId: 2246]
Equine herpesvirus type 4 [TaxId: 10331]
Zika virus (strain mr 766) [TaxId: 64320]
Sphingomonas sp., A1 [TaxId: 28214]
Crassostrea gigas [TaxId: 29159]
Synechococcus sp. pcc 7002 [TaxId: 32049]
Sabellastarte magnifica [TaxId: 389514]
Acremonium chrysogenum [TaxId: 5044]
Lactobacillus hilgardii [TaxId: 1588]
Haloquadratum walsbyi [TaxId: 362976]
Yersinia kristensenii [TaxId: 527012]
Vibrio proteolyticus [TaxId: 671]
Wheat (Triticum aestivum) [TaxId: 4565]
Ebola virus [TaxId: 205488]
Synechococcus elongatus [TaxId: 269084]
Heartleaf nightshade (Solanum cardiophyllum) [TaxId: 160510]
Leptospira interrogans [TaxId: 173]
Mainland tiger snake (Notechis scutatus scutatus), notexin [TaxId: 8663]
Pseudomonas pavonaceae [TaxId: 47881]
Abrus precatorius [TaxId: 3816]
Bacillus amyloliquefaciens, Novo/BPN' [TaxId: 1390]
Desulfovibrio desulfuricans [TaxId: 207559]
Rhizobium meliloti [TaxId: 266834]
Elizabethkingia meningoseptica [TaxId: 238]
Human (Homo sapiens), gamma-chain [TaxId: 9606]
Micrococcus antarcticus [TaxId: 86171]
Sulfolobus solfataricus, Sso7d [TaxId: 2287]
Streptococcus pyogenes [TaxId: 864568]
Alteromonas sp. [TaxId: 232]
Mouse (Mus musculus), tla(c), H-2 class [TaxId: 10090]
Influenza A virus (a/udorn/307/1972(h3n2)) [TaxId: 381517]
Human (Homo sapiens), SP-D [TaxId: 9606]
Rhizobium meliloti (Sinorhizobium meliloti) [TaxId: 382]
Anabaena sp. [TaxId: 360069]
Fly (Drosophila lebanonensis) [TaxId: 7225]
Baker's yeast (Saccharomyces cerevisiae), ARL1 [TaxId: 4932]
Rhizomucor miehei [TaxId: 1031333]
Caudina arenicola, also known as Molpadia arenicola [TaxId: 7698]
Human adenovirus type 12 [TaxId: 28282]
Bacteriophage alpha3 [TaxId: 10849]
Lactobacillus rhamnosus [TaxId: 568704]
Capnocytophaga gingivalis [TaxId: 553178]
Fungus (Caldariomyces fumago) [TaxId: 5474]
Lactobacillus plantarum [TaxId: 644042]
Simian retrovirus 1, SRV-1 [TaxId: 11942]
Vesicular stomatitis indiana virus [TaxId: 11277]
Influenza A virus [TaxId: 641501]
Scaptomyza nigrita [TaxId: 928823]
Adeno-associated virus 3b [TaxId: 68742]
Lactococcus lactis [TaxId: 416870]
Enterovirus d68 [TaxId: 42789]
Streptococcus mitis [TaxId: 28037]
Rubrivivax gelatinosus [TaxId: 28068]
Acidianus tengchongenses
Streptococcus phage P9 [TaxId: 403905]
Infectious pancreatic necrosis virus [TaxId: 11002]
Lyme disease spirochete (Borrelia burgdorferi) [TaxId: 139]
Sulfurimonas denitrificans [TaxId: 326298]
Lactococcus phage tp901-1 [TaxId: 35345]
Yersinia kristensenii [TaxId: 28152]
Salmonella paratyphi [TaxId: 54388]
Cryptococcus neoformans [TaxId: 235443]
Mycobacterium avium [TaxId: 262316]
Burkholderia sp. [TaxId: 233098]
Chandipura virus [TaxId: 11272]
Bradyrhizobium diazoefficiens [TaxId: 224911]
Thermosynechococcus elongatus bp-1 [TaxId: 197221]
Mus musculus
Human (Homo sapiens), erythrocytes, isozyme II [TaxId: 9606]
Rickettsia prowazekii [TaxId: 272947]
Soybean (Glycine max), isoform A [TaxId: 3847]
Xanthomonas campestris [TaxId: 340]
Colletotrichum lupini [TaxId: 145971]
Dionaea muscipula [TaxId: 4362]
Aphanothece sacrum [TaxId: 1122]
Arthrobacter sp. c2-2 [TaxId: 192168]
Actinobacillus sp. [TaxId: 41114]
Desulfurococcus amylolyticus [TaxId: 94694]
Trichomonas vaginalis, MGL1 [TaxId: 5722]
Human herpesvirus 5 [TaxId: 10359]
Human (Homo sapiens), liver isoform [TaxId: 9606]
Streptococcus dysgalactiae [TaxId: 1334]
Sulfolobus acidocaldarius [TaxId: 2285]
Sporomusa ovata [TaxId: 2378]
African clawed frog (Xenopus laevis) [TaxId: 8355]
Japanese quail (Coturnix coturnix japonica), CRP2 [TaxId: 93934]
Rubber tree (Hevea brasiliensis) [TaxId: 3981]
Pectobacterium atrosepticum [TaxId: 29471]
Streptococcus gordonii [TaxId: 1302]
Horse (Equus caballus) [TaxId: 9796]
Dengue virus type 3 (strain philippines/h87/1956) [TaxId: 408870]
Streptomyces seoulensis [TaxId: 73044]
Mokola virus [TaxId: 12538]
Bacillus subtilis [TaxId: 86029]
Spirosoma linguale [TaxId: 504472]
Riftia pachyptila [TaxId: 6426]
Geobacillus kaustophilus [TaxId: 1462]
Slackia heliotrinireducens [TaxId: 471855]
Humicola insolens, Cel6b [TaxId: 34413]
Escherichia coli, major form, NfsA [TaxId: 562]
Methylococcus capsulatus [TaxId: 243233]
Rhodococcus erythropolis [TaxId: 1833]
Desulfovibrio desulfuricans, ATCC 29577 [TaxId: 876]
Anabaena, pcc 7119 and 7120 [TaxId: 1163]
Mexican leech (Haementeria officinalis) [TaxId: 6410]
Mycoplasma arginini [TaxId: 2094]
Chimera (Bacillus amyloliquefaciens) and (Bacillus licheniformis) [TaxId: 1390]
Prince's feather (Amaranthus hypochondriacus) [TaxId: 28502]
Cyanothece sp. [TaxId: 65393]
Magnetospirillum magnetotacticum ms-1 [TaxId: 272627]
Naja naja
Leptolyngbya boryana [TaxId: 1184]
Streptomyces lividans [TaxId: 1200984]
Neisseria meningitidis, serogroup B [TaxId: 487]
Synechocystis sp. PCC 6803, RCP1 [TaxId: 1148]
Enterococcus gallinarum [TaxId: 565653]
Black locust (Robinia pseudoacacia) [TaxId: 35938]
Xenorhabdus bovienii [TaxId: 406818]
Human immunodeficiency virus type 1, different isolates [TaxId: 11676]
Synthetic construct [TaxId: 32630]
Magnetospirillum gryphiswaldense [TaxId: 1430440]
Cupriavidus necator [TaxId: 381666]
Bacillus thermoproteolyticus [TaxId: 1427]
Acidithiobacillus thiooxidans [TaxId: 930]
Escherichia coli, type IIB [TaxId: 562]
Cenchritis muricatus [TaxId: 197001]
Staphylococcus aureus [TaxId: 1458279]
Aspergillus kawachii [TaxId: 40384]
Trypanosome (Leishmania mexicana) [TaxId: 5665]
Rhizobium leguminosarum [TaxId: 387]
Streptococcus sp. [TaxId: 1306]
Rhodopseudomonas palustris [TaxId: 316058]
Thermotoga neapolitana [TaxId: 309803]
Arthrobacter nicotinovorans [TaxId: 29320]
Bacillus thuringiensis subsp. kurstaki, CRY2AA [TaxId: 29339]
Steccherinum ochraceum [TaxId: 92696]
Grammostola spatulata
Sphingomonas sp. [TaxId: 279135]
Streptococcus sp. [TaxId: 1325]
Banded krait (Bungarus fasciatus) [TaxId: 8613]
Australian black swan (Cygnus atratus) [TaxId: 8868]
Murraya koenigii [TaxId: 311449]
Mouse (Mus musculus), H-2KK [TaxId: 10090]
Black sea rod (Plexaura homomalla) [TaxId: 47982]
Pennisetum americanum [TaxId: 4543]
Mesorhizobium loti [TaxId: 381]
Garlic (Allium sativum) [TaxId: 4682]
SBMV (Southern bean mosaic virus), cow pea strain [TaxId: 12139]
Mycobacterium xenopi [TaxId: 1789]
House-dust mite (Dermatophagoides pteronyssinus) [TaxId: 6956]
Streptomyces sp. CL190 [TaxId: 93372]
Lactococcus phage [TaxId: 35345]
Struthio camelus [TaxId: 8801]
Murine norovirus 1 [TaxId: 223997]
Vegetable marrow (Cucurbita pepo) [TaxId: 3663]
Anethum graveolens [TaxId: 40922]
Citrobacter koseri [TaxId: 290338]
Geobacillus thermoglucosidasius [TaxId: 1426]
Influenza B virus [TaxId: 11520]
Desulfococcus multivorans [TaxId: 897]
Sea anemone (Anemonia sulcata) [TaxId: 6108]
Escherichia coli, RepD [TaxId: 562]
Coxiella burnetii [TaxId: 360115]
Desulfovibrio baculatus (Desulfomicrobium baculatus) [TaxId: 899]
Fungus (Coccidioides immitis) [TaxId: 5501]
Nicotiana glutinosa [TaxId: 35889]
Brucella melitensis [TaxId: 29459]
Streptococcus pyogenes [TaxId: 301450]
Gilthead seabream (Sparus aurata) [TaxId: 8175]
Snail medic (Medicago scutellata) [TaxId: 36901]
Pseudomonas diminuta [TaxId: 293]
Methylibium petroleiphilum [TaxId: 420662]
Desulfomicrobium norvegicum [TaxId: 52561]
Anopheles dirus [TaxId: 7168]
Tetrahymena thermophila [TaxId: 5911]
Paracoccus versutus [TaxId: 34007]
Human papillomavirus type 51 [TaxId: 10595]
Bacillus subtilis, carlsberg [TaxId: 1423]
Bifidobacterium adolescentis [TaxId: 367928]
Giant arborvitae (Thuja plicata) [TaxId: 3316]
Hundred-pace snake (Deinagkistrodon acutus), different isoforms [TaxId: 36307]
Staphylococcus aureus [TaxId: 158879]
Ark clam (Scapharca inaequivalvis) [TaxId: 6561]
Potentilla atrosanguinea [TaxId: 487759]
Hahella chejuensis [TaxId: 158327]
Comamonas testosteroni, also known as Pseudomonas testosteroni [TaxId: 285]
Crambe hispanica [TaxId: 3721]
Mouse (Mus musculus), I-A group [TaxId: 10090]
Chicken (Gallus gallus), pectoral muscle [TaxId: 9031]
Flavobacterium sp. [TaxId: 686394]
Sea raven (Hemitripterus americanus) [TaxId: 8094]
Plasmodium knowlesi [TaxId: 5851]
European eel (Anguilla anguilla) [TaxId: 7936]
Pseudomonas phage [TaxId: 12023]
Human (Homo sapiens), 2dl2 [TaxId: 9606]
Hydrogenovibrio marinus [TaxId: 28885]
Cfp marker [TaxId: 141850]
Pseudomonas denitrificans [TaxId: 43306]
Thalassospira sp. [TaxId: 1485225]
Simian immunodeficiency virus, different strains [TaxId: 11723]
Synthetic, based on Saccharomyces cerevisiae sequence
Ophiostoma piceae [TaxId: 61273]
Salmonella phage P22 [TaxId: 10754]
Yersinia pestis [TaxId: 187410]
Psychrobacter sp. [TaxId: 408968]
Caenorhabditis elegans, pjk4 [TaxId: 6239]
Pseudomonas aeruginosa, IMP-1 [TaxId: 287]
Desulfovibrio desulfuricans, ATCC 27774 [TaxId: 876]
Australian funnel-web spider (Hadronyche versuta) [TaxId: 6904]
Legionella pneumophila [TaxId: 423212]
Citrus sinensis [TaxId: 2711]
Yellow fever virus [TaxId: 11090]
Shewanella denitrificans [TaxId: 192073]
Photobacterium profundum [TaxId: 74109]
Sphingomonas sp. [TaxId: 1112214]
Human (Homo sapiens), zeta isoform [TaxId: 9606]
Bacillus halodurans [TaxId: 86665]
Chilean rose tarantula (Grammostola spatulata) [TaxId: 432528]
Ostreococcus tauri virus 2 [TaxId: 696472]
Bacillus smithii [TaxId: 1479]
Burkholderia pseudomallei [TaxId: 272560]
Clostridium acetobutylicum [TaxId: 863638]
Sun anemone (Stichodactyla helianthus), SHK [TaxId: 6123]
Baker's yeast (Saccharomyces cerevisiae), mms2 [TaxId: 4932]
Streptomyces coelicolor A3(2) [TaxId: 100226]
Haemopis marmorata [TaxId: 38567]
Nodamura virus [TaxId: 12288]
Rice dwarf virus [TaxId: 10991]
Streptomyces pactum [TaxId: 68249]
Pseudomonas sp., strain rs-16 [TaxId: 306]
Isurus oxyrinchus [TaxId: 57983]
Geobacter sulfurreducens
Enterobacteria phage [TaxId: 10868]
Human (Homo sapiens), isoform type-2 [TaxId: 9606]
Rhizobium radiobacter [TaxId: 358]
Monoraphidium braunii [TaxId: 34112]
Yokose virus [TaxId: 64294]
Many-banded krait (Bungarus multicinctus) [TaxId: 8616]
Klebsiella aerogenes [TaxId: 28451]
Bacillus phage [TaxId: 10756]
Methanoculleus marisnigri [TaxId: 368407]
Salmonella enterica [TaxId: 439842]
Archaeoglobus fulgidus [TaxId: 224325]
Human (Homo sapiens), HLA-DR3 [TaxId: 9606]
Papaver somniferum [TaxId: 3469]
Protaminobacter rubrum [TaxId: 126825]
Oenococcus oeni [TaxId: 1247]
Clostridium cellulolyticum [TaxId: 1521]
Geobacillus stearothermophilus [TaxId: 272567]
Sorghum (Sorghum vulgare), chloroplast [TaxId: 4558]
Chinese hamster (Cricetulus griseus) [TaxId: 10029]
Methylobacterium extorquens, strain am1 [TaxId: 408]
Streptomyces lavendulae [TaxId: 1914]
Mycobacterium smegmatis [TaxId: 246196]
Tobacco (Nicotiana tabacum), UROD-III [TaxId: 4097]
African malaria mosquito (Anopheles gambiae), isozyme 1-6 [TaxId: 7165]
Corynebacterium aquaticum [TaxId: 144185]
Paenisporosarcina sp. [TaxId: 1231057]
Rauvolfia serpentina [TaxId: 4060]
Aspergillus ficuum [TaxId: 5058]
Saccharopolyspora erythraea [TaxId: 1836]
Parasponia andersonii [TaxId: 3476]
Tepidanaerobacter acetatoxydans [TaxId: 1209989]
Baker's yeast (Saccharomyces cerevisiae), Gal6 [TaxId: 4932]
Oryzias latipes [TaxId: 8090]
Bifidobacterium longum [TaxId: 216816]
Caldanaerobius polysaccharolyticus [TaxId: 44256]
Natronobacterium pharaonis [TaxId: 2257]
Bacillus sp., strain 1011 [TaxId: 1409]
Murray valley encephalitis virus [TaxId: 11079]
Sulfolobus turreted icosahedral virus [TaxId: 269145]
Nocardiopsis alba [TaxId: 53437]
Maackia amurensis, leukoagglutinin [TaxId: 37501]
Pseudomonas sp., strain 101 [TaxId: 306]
Ustilago sphaerogena [TaxId: 5271]
Clupea harengus [TaxId: 7950]
Toxoplasma gondii [TaxId: 5811]
Pyrococcus furiosus [TaxId: 186497]
Brucella abortus [TaxId: 235]
Snake (Bothrops pirajai), piratoxin III [TaxId: 113192]
Halothiobacillus neapolitanus [TaxId: 927]
Human (Homo sapiens), E4 [TaxId: 9606]
Ruminiclostridium thermocellum [TaxId: 572545]
Bowringia mildbraedii [TaxId: 28956]
Bacteriophage Psa [TaxId: 171618]
Streptococcus mutans [TaxId: 1309]
Streptomyces himastatinicus [TaxId: 457427]
Human poliovirus 1 [TaxId: 12081]
Rat (Rattus rattus) [TaxId: 10117]
Bacillus clausii [TaxId: 66692]
Human spumaretrovirus [TaxId: 11963]
Nitrosomonas europaea [TaxId: 228410]
Streptomyces nogalater [TaxId: 38314]
Norway rat (Rattus norvegicus), isozyme 2 [TaxId: 10116]
Burkholderia cepacia, formerly Pseudomonas cepacia [TaxId: 292]
Meiothermus taiwanensis [TaxId: 1339250]
Sipunculid worm (Themiste dyscritum) [TaxId: 6436]
Ruminiclostridium thermocellum [TaxId: 1515]
Human papillomavirus type 6a [TaxId: 37122]
Xenorhabdus nematophila [TaxId: 628]
Mouse (Mus musculus), cluster 4 [TaxId: 10090]
Winged tobacco (Nicotiana alata) [TaxId: 4087]
Red alga (Griffithsia monilis) [TaxId: 42003]
Cow (Bos taurus), brain [TaxId: 9913]
Ryegrass mottle virus [TaxId: 119910]
Oscillatoria sp. [TaxId: 1159]
Thermococcus kodakaraensis [TaxId: 69014]
Influenza C virus [TaxId: 11552]
Pacific electric ray (Torpedo californica) [TaxId: 7787]
Streptomyces diastaticus, M1033 [TaxId: 1956]
Human herpesvirus 1 [TaxId: 10298]
Micromonospora viridifaciens [TaxId: 1881]
Human (Homo sapiens), embryonic gower II [TaxId: 9606]
Fusarium graminearum (Gibberella zeae) [TaxId: 5518]
Escherichia coli, mini-F plasmid [TaxId: 562]
Vibrio phage [TaxId: 979528]
Yersinia pestis [TaxId: 632]
Human herpesvirus 4 [TaxId: 10376]
Rift Valley fever virus [TaxId: 11588]
Poliovirus type 1, strain Mahoney [TaxId: 12080]
Trichosanthes anguina [TaxId: 50544]
Branchiostoma floridae [TaxId: 7739]
Rickettsia bellii [TaxId: 336407]
Foot-and-mouth disease virus [TaxId: 73482]
Rhodococcus rhodochrous [TaxId: 1829]
Nurse shark (Ginglymostoma cirratum) [TaxId: 7801]
Termite (Nasutitermes takasagoensis) [TaxId: 62960]
Taiwan cobra (Naja naja atra) [TaxId: 8656]
Sulfurospirillum deleyianum [TaxId: 65553]
Brucella melitensis [TaxId: 546272]
Newcastle disease virus [TaxId: 11176]
Exiguobacterium antarcticum [TaxId: 1087448]
Bacillus sp. [TaxId: 161544]
Vibrio anguillarum [TaxId: 882102]
Actinidia arguta [TaxId: 64478]
Pseudomonas putida [TaxId: 1042876]
Pseudomonas sp., tac ii 18 [TaxId: 306]
Pneumocystis jirovecii [TaxId: 42068]
Fungus (Magnaporthe grisea) [TaxId: 148305]
Human rhinovirus A 1A (HRV-1A) [TaxId: 12134]
Vibrio vulnificus [TaxId: 914127]
Limnothrix sp. [TaxId: 1162714]
Neisseria gonorrhoeae [TaxId: 485]
Human (Homo sapiens), T-cell [TaxId: 9606]
Amphioxus (Branchiostoma lanceolatum) [TaxId: 7740]
Burkholderia ambifaria [TaxId: 339670]
Mycobacterium rhodesiae [TaxId: 931627]
Tobacco hornworm (Manduca sexta) [TaxId: 7130]
Lactobacillus paracasei [TaxId: 1597]
Termite (Pseudacanthotermes spiniger) [TaxId: 115113]
Streptomyces toyocaensis [TaxId: 55952]
California sea hare (Aplysia californica), twk43 [TaxId: 6500]
Malassezia sympodialis [TaxId: 76777]
Hepatitis C virus isolate hc-j8 [TaxId: 11115]
Rous sarcoma virus [TaxId: 11888]
Escherichia coli [TaxId: 511693]
Viola arvensis [TaxId: 97415]
Winged bean (Psophocarpus tetragonolobus), basic agglutinin [TaxId: 3891]
Exiguobacterium sibiricum [TaxId: 262543]
Achromobacter cycloclastes [TaxId: 223]
Ralstonia sp. [TaxId: 70356]
Maize (Zea mays), zmglu1 [TaxId: 4577]
Chlorobium vibrioforme [TaxId: 1098]
Klebsiella pneumoniae [TaxId: 507522]
Caldicellulosiruptor sp. [TaxId: 1214564]
Mnemiopsis leidyi [TaxId: 27923]
Bradyrhizobium sp. [TaxId: 288000]
Poplar (Populus nigra), variant italica [TaxId: 3691]
Hardy rubber tree (Eucommia ulmoides) [TaxId: 4392]
Garden petunia (Petunia x hybrida), PHD1 [TaxId: 4102]
Clam (Spisula solidissima), E-2C [TaxId: 6584]
Human (Homo sapiens), cluster 2.2 [TaxId: 9606]
Balsam copaiba (Copaifera langsdorffii) [TaxId: 280048]
Human (Homo sapiens), ARL8A [TaxId: 9606]
Acinetobacter sp. ADP1 [TaxId: 62977]
Salmonella enteritidis [TaxId: 149539]
Treponema pallidum, TpF1 [TaxId: 160]
Adeno-associated virus, aav-5 [TaxId: 272636]
Entamoeba histolytica [TaxId: 294381]
Human adenovirus b [TaxId: 108098]
Thermococcus onnurineus [TaxId: 342948]
Xanthomonas oryzae [TaxId: 64187]
Japanese quail (Coturnix coturnix japonica) [TaxId: 93934]
Streptococcus pyogenes [TaxId: 160490]
Yersinia enterocolitica [TaxId: 913028]
Marble cone (Conus marmoreus), mrVIb [TaxId: 42752]
Nostoc sp. [TaxId: 103690]
Spotted wobbegong (Orectolobus maculatus) [TaxId: 168098]
Cryptophyte (Rhodomonas sp. CS24) [TaxId: 79257]
Streptococcus sp., group G [TaxId: 1306]
Streptococcus pneumoniae [TaxId: 525381]
Leishmania donovani [TaxId: 981087]
Streptomyces cyanogenus [TaxId: 80860]
Human (Homo sapiens), FGFR2a [TaxId: 9606]
Thermus thermophilus, strain hb27 [TaxId: 274]
DYMV (Desmodium yellow mottle tymovirus) [TaxId: 70821]
Escherichia coli, type IB [TaxId: 562]
Mycobacterium bovis [TaxId: 233413]
Canine adenovirus 2 [TaxId: 10514]
Hiv-1 m:b_arv2/sf2 [TaxId: 11685]
Bacteroides uniformis [TaxId: 820]
Halobacterium sp. [TaxId: 29285]
French bean (Phaseolus vulgaris), phaseolin [TaxId: 3885]
Aspergillus terreus [TaxId: 33178]
Human (Homo sapiens), cluster 5 [TaxId: 9606]
Pseudomonas sp., strain CBS-3 [TaxId: 306]
Streptococcus agalactiae [TaxId: 205921]
Leishmania major [TaxId: 5664]
Placopecten magellanicus [TaxId: 6577]
Tobacco mosaic virus, vulgare strain [TaxId: 12242]
Entamoeba histolytica [TaxId: 885319]
Human (Homo sapiens), E2 H [TaxId: 9606]
Small-eye snake (Micropechis ikaheka), different isoforms [TaxId: 66188]
Bacillus phage [TaxId: 347962]
Bluebell (Scilla campanulata) [TaxId: 81759]
Rigidoporus lignosus [TaxId: 219653]
Solanum lycopersicum [TaxId: 4081]
Neisseria gonorrhoeae [TaxId: 1351790]
Rotavirus a (strain human/japan/k8/1977 g1-p3a[9]-ix-rx-cx-mx-a1-nx-tx-ex-h3) [TaxId: 39012]
Polygonatum cyrtonema [TaxId: 195526]
Pseudoalteromonas sp. [TaxId: 234831]
Chicken (Gallus gallus), erythrocytes [TaxId: 9031]
Mycobacterium leprae [TaxId: 561304]
Deer (Odocoileus virginianus) [TaxId: 9874]
Oxalobacter formigenes [TaxId: 847]
Mycobacterium ulcerans [TaxId: 362242]
Northern shrimp (Pandalus borealis) [TaxId: 6703]
Escherichia coli [TaxId: 1116044]
Aplysia kurodai [TaxId: 6501]
Chicken (Gallus gallus), beta [TaxId: 9031]
Vibrio harveyi [TaxId: 673519]
Common soapwort (Saponaria officinalis) [TaxId: 3572]
Streptomyces natalensis [TaxId: 68242]
Crocus sativus [TaxId: 82528]
Escherichia coli, cephalosporinase [TaxId: 562]
Escherichia coli, OXA-1 [TaxId: 562]
Burkholderia pseudomallei [TaxId: 28450]
Centruroides sculpturatus, variant 2 [TaxId: 218467]
Pseudomonas putida [TaxId: 1215087]
Escherichia blattae [TaxId: 563]
Staphylococcus phage [TaxId: 53369]
Pseudomonas protegens [TaxId: 220664]
Pseudomonas aeruginosa, OXA-10 [TaxId: 287]
Common sunflower (Helianthus annuus) [TaxId: 4232]
Desulfuromonas acetoxidans [TaxId: 891]
Mouse (Mus musculus), cluster 7.1 [TaxId: 10090]
Chlamydia trachomatis [TaxId: 1340853]
Mouse (Mus musculus), mitochondrial [TaxId: 10090]
Human rhinovirus 1B, HRV-1B [TaxId: 12129]
Enterobacter cloacae, NMC-A carbapenemase [TaxId: 550]
Salmonella enterica [TaxId: 990282]
European white birch (Betula pendula), Bet v 1-l [TaxId: 3505]
Corynebacterium glutamicum [TaxId: 1718]
Aeromonas proteolytica [TaxId: 671]
Cyanobacteria (Synechococcus sp.) pcc pcc 6803 [TaxId: 1131]
Fusobacterium nucleatum [TaxId: 190304]
Desulfovibrio gigas [TaxId: 879]
Burkholderia graminis [TaxId: 396598]
Streptomyces sp. [TaxId: 171258]
Streptomyces avidinii [TaxId: 1895]
Pig (Sus scrofa), calgizzarin s100c (s100a11) [TaxId: 9823]
Engineered (including hybrid species)
Enterobacteria phage [TaxId: 948870]
Onchocerca volvulus [TaxId: 6282]
Paramecium bursaria chlorella virus 1, PBCV-1 [TaxId: 10506]
Vibrio parahaemolyticus [TaxId: 670]
Shigella dysenteriae [TaxId: 622]
Pyrobaculum aerophilum [TaxId: 13773]
Zoogloea ramigera [TaxId: 350]
Francisella tularensis [TaxId: 263]
Bacillus anthracis [TaxId: 260799]
Rhodopseudomonas blastica, strain DSM2131 [TaxId: 1075]
Thermovibrio ammonificans [TaxId: 648996]
Norway rat (Rattus norvegicus) [TaxId: 10116]
Roseovarius nubinhibens [TaxId: 89187]
Geobacter metallireducens [TaxId: 269799]
Cow (Bos taurus), isoform E [TaxId: 9913]
Neisseria meningitidis [TaxId: 487]
Human (Homo sapiens), HLA-CW4 [TaxId: 9606]
Plasmodium falciparum
